source,confidence,target,sign
NFATC2,A,XCL1,1
RELA,A,CXCL8,1
LHX3,A,ESR1,1
NR5A1,A,SCARB1,1
NFIC,A,AR,1
TP53,A,IL2,-1
FOS,A,CCND2,1
TFAP2A,A,IL3,1
YY1,A,IL3,1
PAX3,A,TYRP1,1
PAX3,A,FN1,1
PAX3,A,MITF,1
CTCF,A,LYZ,-1
NFKB,A,CNTN2,1
NFKBIA,A,BCL2L1,1
SP1,A,SP3,1
RELA,A,TNF,1
NFKB1,A,TNF,1
STAT5A,A,IL7R,1
CEBPB,A,CETP,1
CEBPG,A,CETP,1
MYBL2,A,FASLG,1
TTF1,A,FASLG,1
NFKB,A,TKT,1
WT1,A,AREG,1
DBP,A,CYP2A13,1
DBP,A,IGKV2D-26,1
NFKB,A,MAP2K1,1
NFIC,A,CYP1A1,-1
PITX2,A,PRL,1
BCL6,A,IL4,1
BCL6,A,STAT6,-1
BCL6,A,IGHE,-1
E2F1,A,RB1,1
SHOX,A,T,1
NEUROD1,A,IL12RB1,1
NEUROD1,A,IFNA1,1
NEUROD1,A,IFNG,1
SP1,A,LHCGR,1
SP3,A,LHCGR,1
HNF1B,A,INS,1
HNF4A,A,INS,1
TFCP2,A,HBA1,1
REST,A,GRIA2,-1
NFKB,A,SOD2,1
ESRRA,A,CYP19A1,1
HOXD3,A,PLAU,1
NFKB,A,CADM1,1
SP1,A,PDLIM7,1
SP3,A,PDLIM7,-1
IRF9,A,IFNL3,1
TFE3,A,SLC34A1,1
NR2F2,A,PKLR,1
ZNF236,A,PKLR,1
USF1,A,PKLR,1
AP1,A,EDNRA,1
AP1,A,PRKCG,1
JUNB,A,IL6,-1
STAT3,A,JUNB,1
SP1,A,CCND1,1
TFAP2A,A,MXI1,1
TFAP2A,A,ESR1,1
TFAP2C,A,ESR1,1
IRF1,A,SLPI,-1
CEBPA,A,PRL,1
DDIT3,A,PRL,1
PBX1,A,EBP,1
PBX1,A,EYA1,1
PAX8,A,TNF,1
PAX8,A,TG,1
TTF1,A,TG,1
NKX2-1,A,TG,1
NKX2-1,A,TNF,1
TTF1,A,TNF,1
WT1,A,IGF1R,-1
PGR,A,PRL,1
PDX1,A,PDX1,1
ESR1,A,CCND1,1
PBX1,A,PREB,1
TCF3,A,PREB,1
PBX1,A,WNT16,1
TCF3,A,WNT16,1
MYC,A,ACHE,1
MYC,A,KAT2B,1
NFKB,A,KNG1,1
AP1,A,SP4,1
SP4,A,SP4,1
SP1,A,ITGAV,1
SP3,A,ITGAV,-1
NR0B1,A,ABCD2,-1
NR0B1,A,ABCD3,-1
E2F1,A,CCNE1,1
E2F1,A,CCND1,1
YY1,A,TP53,1
IRF1,A,CIITA,1
CDX2,A,GCG,1
POU3F4,A,GCG,1
SP1,A,MMP2,1
SP3,A,MMP2,-1
TFAP2A,A,MMP2,1
CEBPG,A,MMP2,1
ETV4,A,MMP2,1
ELF3,A,FOLH1,1
ELF5,A,FOLH1,1
ELF3,A,KLK3,1
ELF5,A,KLK3,1
ATF2,A,CDKN1A,1
JUNB,A,CDKN1A,1
JUND,A,CDKN1A,1
JUN,A,PDGFB,1
MYC,A,CCND2,1
MAX,A,CCND2,-1
MYC,A,MAX,1
MYC,A,MXD1,1
TCF12,A,CD4,1
ZEB1,A,CD4,-1
EGR1,A,FAS,1
EGR3,A,FASLG,1
FLI1,A,TGFBR2,1
EWSR1,A,TGFBR2,-1
CEBPB,A,S100A8,1
CEBPG,A,S100A8,1
SP1,A,BAX,1
ETS1,A,DDIT3,1
FLI1,A,DDIT3,1
ETS1,A,TP53,1
ETS2,A,TP53,1
DDIT3,A,GADD45A,1
SP1,A,POU5F1,1
STAT5A,A,FOS,1
EGR1,A,NAB2,1
TP53,A,CDK1,-1
TP53,A,STMN1,1
NR1H4,A,FABP6,1
NFKB,A,MET,1
NFKBIA,A,ABCC8,1
TP53,A,CDKN1B,1
NR1I3,A,ERVW-4,1
NR1I3,A,SGIP1,1
TP53,A,ERVW-4,1
TP53,A,SGIP1,1
AP1,A,CRH,1
NR3C1,A,CRH,-1
HNF1B,A,HNF4A,1
NR3C1,A,SERPINE1,-1
TP53,A,MAP4,-1
DEAF1,A,HNRNPA2B1,1
AP1,A,FOS,-1
ESR1,A,HRAS,1
TBPL1,A,GTF2B,1
TBPL1,A,GTF2A1,1
MYOD1,A,CDKN1C,1
MYOD1,A,CCNE1,1
MYOD1,A,CDK2,1
NFKBIA,A,TNF,1
RELB,A,IL1A,1
RELB,A,IL1B,1
RELB,A,TNF,1
JUN,A,MCF2,1
MEF2C,A,JUN,1
SPI1,A,ETS2,1
TFAP2A,A,CDH1,1
MYC,A,CDH1,1
MYB,A,TOM1,1
PAX5,A,PAX5,1
POU4F2,A,PAX6,1
POU4F2,A,EPO,1
TAL1,A,PIK3C3,1
STAT6,A,IRF1,1
STAT6,A,STAT6,1
STAT1,A,IRF1,1
FOXB1,A,XIST,1
HNF1A,A,CYP27A1,1
TP53,A,GHRHR,1
TP53,A,MAP2K1,1
TP53,A,MAPK1,1
PPARA,A,UCP1,1
PPARG,A,UCP1,1
MEF2A,A,NR4A1,1
MEF2A,A,CABIN1,1
EPAS1,A,VEGFA,1
CEBPB,A,GH1,1
CEBPB,A,FOS,1
CEBPG,A,FOS,1
CEBPD,A,GH1,1
DNMT1,A,PSEN1,-1
RUNX1,A,CR1,1
CEBPG,A,RNASE2,1
FOS,A,PRKACA,1
SMARCA1,A,HBB,1
SREBF1,A,GCK,1
NFATC4,A,GSK3B,1
SPI1,A,JUN,1
RARA,A,TRH,1
NCOR1,A,TRH,-1
REST,A,AVP,-1
ATF1,A,IL10,1
CREB1,A,IL10,1
NFKB,A,ADRA1D,1
RELA,A,ADRA1D,1
SPI1,A,FUT2,1
PPARA,A,IL6,-1
RELA,A,IL6,1
KAT7,A,IL6,1
CEBPG,A,ALB,1
TP53,A,ALB,1
SP1,A,NFY,1
SPI1,A,ITGB2,1
SPI1,A,NCF1C,1
HNF1A,A,ALB,1
FOXM1,A,ALB,1
CEBPB,A,CEBPB,1
MYB,A,CEBPB,1
CEBPB,A,EBP,1
CEBPB,A,EYA1,1
MYB,A,EBP,1
MYB,A,EYA1,1
CEBPB,A,SGCG,1
CEBPA,A,CEBPB,1
NFKB2,A,TREH,1
SPI1,A,PRF1,1
CUX1,A,TRAF6,-1
CUX1,A,NGFR,-1
CUX1,A,PTPN13,-1
NFKB,A,NGFR,1
ARHGAP35,A,FOS,1
CUX1,A,TGFBR2,-1
MYF5,A,MYOG,1
MEF2A,A,MYOG,1
MYOD1,A,MYOG,1
USF1,A,CCNB1,1
HNF4A,A,WNT2,1
SSRP1,A,PPY,1
SSRP1,A,SPP2,1
MYC,A,AR,1
SREBF1,A,CYP51A1,1
SP1,A,CGB3,1
FOXK1,A,SCN5A,-1
SP1,A,SCN5A,1
CREB1,A,TNF,1
SREBF1,A,RPS14,1
SP1,A,F3,1
NFKB,A,F2,1
TFAP2A,A,RECQL4,1
TFAP2A,A,SGCG,1
EBF1,A,BLK,1
EBF1,A,EBF1,1
NFKBIA,A,RPS6KA3,1
NFKB1,A,ICAM1,1
NFKB1,A,VCAM1,1
RELA,A,ICAM1,1
RELA,A,VCAM1,1
TP53,A,ING1,1
TP53,A,MBP,1
ETS1,A,FLT1,1
SP3,A,ABCC3,-1
SP3,A,SLC2A1,-1
CEBPE,A,LTF,1
CEBPE,A,SGCG,1
CEBPG,A,OSM,1
IRF1,A,CAMK4,1
IRF1,A,TRIM63,1
IRF2,A,CAMK4,1
IRF2,A,CIITA,1
IRF1,A,LGALS3,1
IRF2,A,LGALS3,1
USF1,A,BRCA2,1
ELF1,A,BRCA2,1
USF2,A,BRCA2,1
SP1,A,TNF,1
SMAD3,A,SMAD7,1
SMAD4,A,SMAD7,1
SMAD7,A,SMAD7,1
FOSL1,A,ELN,-1
JUN,A,ELN,-1
JUN,A,FGF2,1
TP73,A,BAX,1
YBX1,A,T,1
SOX10,A,CHRNA10,1
POU3F1,A,CHRNA3,-1
SOX10,A,CHRNA3,1
HIF1A,A,CDKN1A,1
AHR,A,AHR,1
AHR,A,GHRHR,1
POU1F1,A,T,1
AP1,A,CPS1,-1
NR3C1,A,CPS1,1
NFKB,A,IFNB1,-1
NKRF,A,IFNB1,-1
TP53,A,RNF123,1
TFAP2A,A,MPG,1
ATF6,A,HSPA5,1
STAT5A,A,IL6,1
SP1,A,CD74,1
ATF1,A,TGFB2,1
CREB1,A,TGFB2,1
ATF1,A,TGFBR2,1
CREB1,A,TGFBR2,1
USF1,A,GIF,1
USF1,A,TGFBR2,1
USF2,A,GIF,1
GATA5,A,NPPA,1
AP1,A,CCND1,1
MITF,A,PRKCG,1
SP1,A,OAS1,1
SP3,A,OAS1,-1
HOPX,A,FKBP4,-1
MYC,A,CAD,1
USF1,A,CAD,1
TCF3,A,INS,1
HR,A,XRCC1,1
AP1,A,NR4A1,1
JUND,A,NR4A1,1
NKX6-1,A,INS,1
PAX6,A,INS,-1
FOS,A,UBE2B,1
JUN,A,UBE2B,1
IRF1,A,NCF2,1
IRF8,A,NCF2,1
SPI1,A,SAMHD1,1
IRF1,A,CREBBP,1
IRF8,A,CREBBP,1
KLF5,A,LTF,1
YBX1,A,TAT,1
CEBPB,A,ABCC2,1
EGR1,A,TP73,1
SP1,A,TP73,1
TFAP2A,A,TP73,1
TP73,A,TP73,1
ERG,A,ICAM2,1
HNF4A,A,ANG,1
SP1,A,NOS3,1
AP1,A,CD3E,1
AP1,A,FAS,1
FEV,A,DDC,1
ID3,A,PDLIM7,-1
ZNF316,A,PDLIM7,-1
ZNF316,A,RGS2,-1
KLF1,A,HBD,1
SREBF1,A,SCARB1,1
NR5A1,A,HSD11B1,1
IRF1,A,GSTM1,1
SP1,A,EMB,1
SP3,A,GAST,-1
EED,A,ELAC2,-1
CTCF,A,APP,1
PITX3,A,ALDH2,1
ATF2,A,PVR,1
NFKB1,A,BCL2L1,1
RELA,A,BCL2L1,1
NFKB,A,CREB1,-1
SP1,A,SERPINH1,1
DNMT1,A,VEGFA,1
HR,A,VEGFA,1
YY1,A,PTPRA,1
STAT1,A,IVL,1
SPI1,A,IFNG,1
ID1,A,FASN,-1
SREBF1,A,FASN,1
ID2,A,FAS,-1
ID3,A,FAS,-1
ID1,A,ADD1,-1
CREM,A,IL2,1
STAT6,A,CCL11,1
NFKB,A,CCL11,1
WT1,A,TGFB1,1
MITF,A,TYR,1
TFAP2A,A,KRT10,1
CEBPA,A,KRT10,1
CEBPB,A,KRT10,1
CEBPB,A,TFAP2A,1
CEBPG,A,TFAP2A,1
TFAP2A,A,TFAP2A,1
TFAP2A,A,CEBPA,-1
HIF1A,A,ASS1,1
HIF1A,A,SERPINE1,1
HIF1A,A,TCIRG1,1
MYB,A,CCNA1,1
TCF3,A,CCNA1,1
IRF8,A,IFNA1,1
AP1,A,SERPINE1,1
AP1,A,APOB,1
E2F1,A,CDKN2A,1
NCOA1,A,CREBBP,1
E2F1,A,CCNA2,1
HOXB2,A,HBG1,1
SATB1,A,HBG1,-1
NFKB2,A,TNF,1
ETV6,A,CR1,-1
RUNX1,A,ETV6,1
SP1,A,MT1A,1
USF1,A,MT1A,1
AR,A,SGSM3,1
TP53,A,TNFRSF10B,1
TP53,A,BRCA1,-1
POU4F2,A,BRCA1,1
POU4F1,A,BRCA1,-1
CEBPG,A,ADIPOQ,1
AP1,A,HMOX1,1
MYC,A,HMOX1,1
CREB1,A,ALAS2,1
RARA,A,UCP1,1
SMAD3,A,CDKN1A,1
TFAP2A,A,SAA1,1
CEBPB,A,MMP11,1
CEBPG,A,MMP11,1
WT1,A,TERT,-1
NRF1,A,GSS,1
NRF1,A,NFE2,1
RORA,A,OXT,-1
NR2F1,A,OXT,-1
NR2C1,A,OXT,-1
FOS,A,IL2,1
SP1,A,SRF,1
PAX3,A,AKT1,1
TP53,A,TIMP3,1
CEBPB,A,CEBPA,1
PAX6,A,EYA1,-1
PROX1,A,EYA1,-1
PROX1,A,EYA2,-1
KLF3,A,C4A,-1
PAX3,A,C4A,1
MTF1,A,MT1A,1
AR,A,CDKN1A,1
TP53,A,TP63,-1
MAX,A,TERT,-1
CUX1,A,BGLAP,-1
EGR1,A,IGF2,1
WT1,A,IGF2,-1
MYC,A,NCL,1
USF1,A,POLR3D,1
TFAP2A,A,ACADVL,1
HES1,A,CKM,-1
NFKB,A,CSF2,1
NFKB,A,HCRT,1
TFAP2A,A,CSF2,1
TFAP2A,A,HCRT,1
TP53,A,NOS3,-1
TCF3,A,CYP3A4,1
CDX2,A,GLB1,1
PEG3,A,VEGFA,1
NR2E3,A,RLBP1,-1
RARA,A,RLBP1,1
ETS1,A,PTHLH,1
NCOA1,A,NRIP1,1
NCOR1,A,CREBBP,-1
NCOR2,A,CREBBP,-1
NCOR2,A,NRIP1,-1
SP1,A,FMR1,1
TFAP2A,A,FMR1,1
TCF3,A,TCF3,1
TCF3,A,UGT1A1,1
CEBPB,A,IGF1,1
TP53,A,PRKCG,1
TP53,A,PSMA5,1
SP1,A,SGK1,1
SP3,A,SGK1,-1
NCOA1,A,SFTPB,1
NCOA2,A,SFTPB,1
NCOA3,A,SFTPB,1
JUN,A,EGF,1
TP53,A,MTPN,1
TP53,A,TGFB1,1
TP53,A,GDF15,1
SP1,A,ACLY,-1
SP3,A,ACLY,-1
SP3,A,FASN,1
JUN,A,MICU1,1
SP1,A,TNC,1
FLI1,A,TNC,1
GABPA,A,TNC,1
AHR,A,TF,1
NR2F1,A,CYP1A1,-1
ZFHX3,A,ANPEP,1
ZFHX3,A,ADIPOQ,1
MITF,A,MC1R,1
ELF4,A,ABCB1,1
HES1,A,ABCB1,-1
SP1,A,SRC,1
SP3,A,SRC,-1
TAL1,A,TAL1,1
GATA6,A,FASLG,1
HOXC8,A,SPP1,1
SMAD1,A,SPP1,1
SPDEF,A,KLK3,1
CTCF,A,MYC,-1
CTCF,A,TERT,-1
BCL6,A,BCL6,-1
HNF4A,A,CYP7A1,1
TCF3,A,CYP7A1,1
AR,A,PIAS1,1
NR5A1,A,INHA,1
CREM,A,APRT,-1
NFKB,A,IRF1,1
IRF1,A,STAT5B,1
IRF1,A,TKT,1
NFKB,A,STAT5B,1
STAT5B,A,CREBBP,1
STAT5B,A,IRF1,1
STAT5B,A,STAT5B,1
STAT5B,A,TKT,1
NFKB,A,CRHR1,1
RARA,A,RARB,1
RARB,A,RARB,1
RARB,A,ACTB,1
CEBPG,A,UCN,1
NFKB,A,UCN,1
RELA,A,UCN,1
AP1,A,CFI,1
NFKB,A,CFI,1
NFKB,A,PRKCG,1
SP1,A,TNXB,1
CEBPB,A,PTGS2,1
NR3C1,A,PTGS2,-1
TOX,A,OMP,1
TOX,A,T,1
SPI1,A,INS,1
SPI1,A,RPS15,1
PPARA,A,LPL,1
NRF1,A,EIF5B,1
NRF1,A,SLC25A5,1
NRF1,A,TNFRSF11A,1
NRF1,A,E2F1,1
TFE3,A,SERPINE1,1
SMAD4,A,MSX2,1
DDIT3,A,MAPK14,1
NEUROD1,A,INS,1
REST,A,GRIN1,-1
NEUROD2,A,PKN1,1
PAX2,A,EN2,1
NFKB,A,PECAM1,1
KLF13,A,TAGLN,1
GTF2IRD1,A,RB1,1
MAFB,A,MAFB,1
MYOD1,A,MAFB,1
MYBL2,A,LOX,1
AP1,A,CCL2,1
AP1,A,CXCL14,1
NFKB,A,CXCL14,1
SP1,A,CCL2,1
SP1,A,CXCL14,1
NR2F1,A,CD44,-1
NR2F2,A,CD44,1
NR2F6,A,CD44,-1
NR2C2,A,CD44,1
ELK3,A,CD44,1
AHR,A,RB1,1
MYB,A,CREBBP,1
ELF3,A,TGFBR2,1
ELF3,A,TGFB1,1
TFAP2A,A,ERBB2,1
KLF6,A,ADCYAP1,1
AP1,A,NGF,1
NFKB,A,NGF,1
PLAG1,A,IGF2,1
SSRP1,A,CTSG,1
TFAP2C,A,CGA,1
CREB1,A,SCG2,1
CEBPB,A,INS,1
CEBPB,A,PRL,1
NFKB,A,FN1,1
RELA,A,FN1,1
NFKB1,A,FN1,1
CEBPD,A,PPARG,1
PGR,A,HPGD,1
ETS2,A,HPGD,1
ETV4,A,HPGD,1
FOS,A,BCL2,1
PGR,A,MYC,-1
HAND2,A,IL5,1
STAT1,A,CIITA,1
MEF2A,A,CLCA1,1
MEF2A,A,MSTN,1
SP1,A,LBR,1
SP1,A,MSTN,1
ETS1,A,PRL,1
PBX1,A,TBATA,1
PBX1,A,TSHB,1
POU1F1,A,TBATA,1
POU1F1,A,TSHB,1
FOXA2,A,PDX1,1
YY1,A,CFTR,1
ZEB1,A,COL2A1,-1
JUN,A,PRL,1
SNAI1,A,CDH1,-1
SNAI1,A,TNFRSF11A,1
ID1,A,ID1,-1
ID1,A,MPZ,-1
MYBL2,A,CDK9,1
TP53,A,CDK9,1
SP3,A,ZNF143,-1
ZNF143,A,TRNAU1,1
ZNF91,A,TRNAU1,-1
SP1,A,IL10,1
ATF2,A,DYNAP,1
STAT6,A,ALOX15,1
FOS,A,CD44,1
JUN,A,CD44,1
STAT3,A,STAT3,1
CREM,A,TH,-1
CREM,A,GAST,-1
AP1,A,SLA,1
HESX1,A,KRAS,1
MYB,A,ACTG2,1
MYB,A,ACTA2,1
KLF6,A,PLAU,1
KLF6,A,PLG,1
KLF6,A,DYNAP,1
TBP,A,VCP,1
AHR,A,ACHE,1
APEX1,A,CD19,1
NRG1,A,SELE,1
JUN,A,PTGS2,1
NR2F1,A,GAL,-1
AR,A,LCP1,1
EGR1,A,FLT1,1
ZNF354C,A,FLT1,-1
SP1,A,SOD2,1
SP1,A,CETP,1
SP3,A,CETP,-1
BACH2,A,FGF4,1
PATZ1,A,MYC,1
STAT1,A,VIM,1
NFKB,A,FAS,1
SPI1,A,FASLG,1
PPARG,A,IL2,-1
CEBPG,A,LDLR,1
MYC,A,KRAS,1
TBP,A,IGFBP7,1
TBP,A,MMP3,1
ZHX2,A,AFP,-1
CEBPB,A,RHD,1
HNF4A,A,GH1,-1
FOXA2,A,FOXA2,1
FOXA2,A,HNF4A,1
HNF4A,A,FOXA2,1
HNF4A,A,HNF4A,1
ONECUT1,A,FOXA2,1
ONECUT1,A,HNF4A,1
HNF4A,A,ONECUT1,1
STAT5A,A,ONECUT1,1
PBX1,A,TFAP2A,1
STAT5A,A,TFAP2A,1
TBP,A,DR1,1
TBP,A,POLR2F,1
ETS1,A,NR1H2,1
NFKB,A,NR1H2,1
CEBPB,A,RBPJ,1
CDX2,A,LCT,1
CEBPG,A,CSF3,1
CEBPG,A,PRTN3,1
MYB,A,PRTN3,1
SPI1,A,CSF3,1
SPI1,A,PRTN3,1
NR5A1,A,DYNAP,1
GATA4,A,AMH,1
NR5A1,A,AMH,1
HES1,A,BGLAP,-1
RXRA,A,BGLAP,1
VDR,A,BGLAP,1
HIF1A,A,NOS2,1
ATF1,A,CCNA2,1
NR1H2,A,CETP,1
NR1H3,A,CETP,1
TP53,A,CAV1,1
SREBF1,A,CAV1,-1
KAT5,A,TKT,1
FOS,A,MMP1,1
SP1,A,PLAUR,1
NR1I2,A,PLG,1
SP1,A,NR1I2,1
GATA6,A,TFF1,1
GATA6,A,TFF2,1
GATA6,A,TFF3,1
HSF1,A,HSD17B6,-1
HSF1,A,HSPB1,1
ZNF292,A,GH1,1
PAX5,A,SPI1,1
SPI1,A,PAX5,1
E2F1,A,SERPINE1,-1
E2F1,A,PLAU,1
AP1,A,PLAU,1
NCOR2,A,RUNX1T1,-1
ZBTB16,A,RUNX1T1,-1
NCOR1,A,RUNX1T1,-1
GBX2,A,IL6,1
YBX3,A,TAF8,-1
YBX3,A,APP,-1
TP53,A,PCSK1,1
TP53,A,SERPINB5,1
SMAD6,A,SMAD1,1
SMAD6,A,SMAD6,1
SMAD1,A,SMAD6,1
CEBPG,A,PTGS2,1
MAFK,A,CDK2,-1
MYBL1,A,CDX1,1
CDX1,A,BCL2,1
MYBL1,A,BCL2,1
CDX2,A,BCL2,1
MYB,A,BCL2,1
NR5A1,A,POU5F1,1
RARA,A,POU5F1,1
GMEB1,A,TAT,1
EGR1,A,CHRNA7,1
FOS,A,CALM1,1
AP1,A,DDIT3,1
PAX8,A,TPO,1
TTF1,A,TPO,1
SP3,A,GH1,-1
SP1,A,GH1,1
EBF1,A,CD19,1
EBF1,A,CD79A,1
NFKBIA,A,TP53,1
ESR1,A,ERBB2,1
NCOA1,A,ERBB2,1
AP1,A,IL2,1
JUN,A,CDKN1B,-1
ETS1,A,CTSB,1
SP1,A,CTSB,1
SP3,A,CTSB,-1
ETS2,A,CTSB,1
SP4,A,CTSB,1
IRF1,A,IFNB1,1
ARNT,A,VEGFA,1
STAT4,A,MYC,1
MYC,A,IL2,1
TFDP1,A,CDKN1A,1
KLF12,A,TFAP2A,-1
ZNF91,A,TFAP2A,-1
TFAP2A,A,KLF12,-1
MSX1,A,BMP2,1
MSX1,A,BMP4,1
MSX1,A,SHH,1
TCF3,A,BMP2,1
TCF3,A,BMP4,1
SP1,A,HSPA1B,1
KMT2A,A,EXOSC1,1
KLF1,A,HBG1,1
HMGA1,A,IL2,1
HES1,A,DEFA3,-1
CEBPA,A,DEFA3,1
NFKBIE,A,SELE,1
NFKBIE,A,ICAM1,1
REL,A,ICAM1,1
SP3,A,F3,-1
AP1,A,TGFB1,1
SMAD3,A,TGFB1,1
TFAP2A,A,SLC34A1,1
PATZ1,A,RNF4,-1
ZNF362,A,HTR1A,1
GATA2,A,NOS3,1
ZNF143,A,HMOX1,1
AP1,A,TCEA1,1
NFKB,A,MAP3K11,1
PRDM1,A,MYC,-1
PRDM1,A,YY1,-1
YY1,A,MYC,-1
STAT6,A,FCER1G,1
IRF1,A,CCL5,1
AP1,A,HGF,1
AP1,A,TM9SF2,1
NFKB,A,TM9SF2,1
NFKB,A,VAV1,1
SPI1,A,GHR,1
NR3C1,A,CYP19A1,1
TFAP2A,A,HOXA10,1
AP1,A,PRKCQ,1
RUNX1,A,RUNX1,1
NR3C2,A,ADRA1D,1
NR3C2,A,B3GNT9,1
NR3C2,A,RELA,1
NR3C2,A,SP1,1
RELA,A,RELA,1
RELA,A,SP1,1
SP1,A,IGF1R,1
KAT5,A,PRKACA,1
POU2F1,A,HBG1,-1
NFKB,A,LTA,1
SP1,A,LTA,1
RARA,A,ABCC2,1
RARA,A,SLC10A1,1
SPI1,A,CYP1A2,1
ATF1,A,PRKACA,1
ATF1,A,ACHE,1
SP3,A,ITGAD,-1
PAX3,A,ITGAD,1
SP1,A,ITGAD,1
MYB,A,ATP2B1,1
SSRP1,A,TNF,1
NFKB,A,EIF2AK2,1
ATF1,A,RPS6KA3,1
MXD1,A,TERT,-1
IRF1,A,FASLG,1
IRF2,A,FASLG,1
STAT1,A,IL4,1
BPTF,A,MAZ,1
STAT3,A,MAPK8,1
SP3,A,MAPK1,-1
SP1,A,MAPK1,1
SPI1,A,MAPK1,-1
STAT5A,A,CD34,1
NFKB,A,SLC1A2,1
NFKB,A,SLC1A3,1
ID1,A,CDKN1A,1
ID1,A,CDKN2B,-1
NR5A1,A,CYP2B6,1
NR5A1,A,SERPINB5,1
NFKB,A,HMOX1,1
ATF1,A,REG3A,1
ATF1,A,LPIN1,1
SP1,A,ST6GALNAC3,1
SP1,A,ST6GALNAC4,1
AHR,A,XPO1,1
CLOCK,A,DBP,1
TP53,A,PERP,1
HNF1A,A,DPP4,1
SP1,A,LARGE1,1
MAX,A,FASLG,-1
MYC,A,FASLG,1
SPI1,A,TLR4,1
CTCF,A,SIN3A,-1
AP1,A,PRKCA,1
RARB,A,PRKCA,1
STAT3,A,GFAP,1
BHLHE40,A,PRDX2,-1
BHLHE40,A,STRA13,-1
ESR1,A,LTF,1
IRF1,A,MYB,-1
SRY,A,AMH,1
WT1,A,AMH,1
ZNF354C,A,AMH,-1
NFKB,A,IL15,1
NR3C2,A,BAX,1
NR3C2,A,BCL2,1
AP1,A,FASLG,1
TP53,A,FADD,1
STAT3,A,VEGFA,1
MYBL2,A,PARP1,1
PPARA,A,CYP7A1,-1
CEBPA,A,SCGB1A1,1
CEBPD,A,SCGB1A1,1
CEBPG,A,SCGB1A1,1
CEBPD,A,ASAH1,1
CEBPD,A,EBP,1
TP53,A,ABCB1,-1
LEF1,A,MITF,1
MITF,A,MITF,1
NFKB,A,HACD3,1
MAF,A,TP53,1
NR5A2,A,CYP8B1,1
SP1,A,PKM,1
SP3,A,PKM,1
PDX1,A,IAPP,1
AIRE,A,CREBBP,1
FOXM1,A,SLC2A2,1
HNF1A,A,SLC2A2,1
FOXA2,A,SLC2A2,1
HNF1B,A,SLC2A2,1
ATF3,A,ATF3,-1
TP53,A,BDKRB2,1
CEBPA,A,IL6,1
CEBPD,A,IL6,1
ZGPAT,A,IL6,-1
CEBPB,A,CCL2,1
ERG,A,TGFBR2,1
ETV1,A,TGFBR2,1
PPARG,A,CYP19A1,-1
AP1,A,LAMC2,1
ETS2,A,MGAT5,1
KLF4,A,CDKN1A,1
ESR1,A,IGF1,1
MITF,A,CD40,1
SP1,A,EPHB2,1
PDX1,A,SST,1
AP1,A,BIRC3,1
IRF1,A,BIRC3,1
PEG3,A,PTGDR,1
RARA,A,NPM1,1
SOX9,A,ACAN,1
SPI1,A,ACAN,1
CREB1,A,BCL2,1
AP1,A,FGFBP1,1
FOS,A,FGFBP1,1
JUND,A,FGFBP1,1
TCF3,A,FABP6,1
WT1,A,TNFRSF11A,1
WT1,A,CDH1,-1
SMAD7,A,TGFB1,1
TP53,A,MMP13,-1
ESR1,A,LPL,1
CEBPB,A,TNF,1
EGR2,A,FASLG,-1
NFKB,A,CXCL10,1
E2F4,A,CCNE1,1
TFDP1,A,CCNE1,1
SIX4,A,ATP1A1,1
TCF3,A,ATP1A1,1
TCF3,A,DMPK,1
NEUROG3,A,NEUROD1,1
CXXC1,A,CCNA1,1
TFCP2,A,CCNA1,1
E2F1,A,E2F1,1
RELA,A,GC,1
SP1,A,LGALS1,1
TP53,A,CA9,1
HNF1A,A,GJB1,1
SP1,A,GJB1,1
TBX21,A,IFNG,1
TBX21,A,IL5,1
NFIC,A,OMP,1
SP1,A,SLC5A1,1
IRF1,A,PSMB9,1
STAT1,A,PSMB9,1
IRF1,A,ACHE,1
MYB,A,PTGS2,1
AP1,A,COPS5,1
JUN,A,COPS5,1
ATF1,A,SST,1
EWSR1,A,SST,-1
HOXA10,A,CYBB,-1
NR2C1,A,RARB,-1
NEUROD1,A,HLA-DRB1,1
NR2C1,A,HLA-DRB1,-1
RARA,A,HLA-DRB1,1
RARA,A,CDKN2A,1
HNF1A,A,G6PC,1
SP1,A,TGFBR2,1
CEBPA,A,AMELX,1
LMX1B,A,LDB1,1
FOXA2,A,HHEX,1
GATA4,A,HHEX,1
NRG1,A,ERBB3,1
NRG1,A,ERBB2,1
ZNF362,A,REG1A,1
PLAG1,A,KLK3,1
NR5A1,A,MC2R,1
NR5A1,A,CREBBP,1
AP1,A,PRL,1
PBX1,A,JUN,1
PBX1,A,MAPK8,1
MITF,A,TBX2,1
TBX2,A,TBX2,1
SSRP1,A,MITF,1
SSRP1,A,TBX2,1
TBX2,A,MITF,1
MYBL2,A,CLU,1
SP1,A,COL1A2,1
SP3,A,COL1A2,-1
NR3C1,A,CYP3A4,1
SRF,A,NR4A1,1
NR2C1,A,CDK2,-1
NR2F2,A,CCND1,1
NR2F2,A,CDK2,1
NR2F2,A,CDKN1A,1
STAT1,A,CD86,1
SP1,A,AR,1
GABPA,A,BRCA1,1
ELF3,A,KRT4,-1
ELF3,A,SPRR2A,1
PPARA,A,APOA2,1
NFKBIA,A,CXCL8,1
AP1,A,AKR1B15,1
FOS,A,AKR1B15,1
JUN,A,AKR1B15,1
JUND,A,AKR1B15,1
TP73,A,MRPL41,1
